<big class="word">psyche</big>	<small class="ipa">ˈsʌɪki</small>	Collective grievances can survive for centuries in the <b>psyche</b> of a nation or tribe and fuel a never-ending cycle of violence. 	The human soul, mind, or spirit.
<big class="word">Marxist</big>	<small class="ipa">ˈmɑːksɪst</small>	To him, the <b>Marxist</b> interpretation of history was the absolute truth, and according to his version of it, those who wore glasses belonged to the educated class, the bourgeoisie, the exploiters of the peasants. 	A supporter of the political and economic theories of Karl Marx and Friedrich Engels.
<big class="word">bourgeoisie</big>	<small class="ipa">ˌbʊəʒwɑːˈziː</small>	To him, the Marxist interpretation of history was the absolute truth, and according to his version of it, those who wore glasses belonged to the educated class, the <b>bourgeoisie</b>, the exploiters of the peasants. 	The middle class, typically with reference to its perceived materialistic values or conventional attitudes.
<big class="word">Homeopathy</big>	<small class="ipa">ˌhəʊmɪˈɒpəθi</small>	<b>Homeopathy</b> and Chinese medicine are two examples of possible alternative approaches to disease that do not treat the illness as an enemy and therefore do not create new diseases. 	A system of complementary medicine in which ailments are treated by minute doses of natural substances that in larger amounts would produce symptoms of the ailment.
<big class="word">conformist</big>	<small class="ipa">kənˈfɔːmɪst</small>	Whereas in the 1950s, most Americans were still extremely <b>conformist</b> in thought and behavior, in the 1960s, millions of people began to withdraw their identification with a collective conceptual identity because the insanity of the collective was so obvious. 	A person who conforms to accepted behaviour or established practices.
<big class="word">officiate</big>	<small class="ipa">əˈfɪʃɪeɪt</small>	THE MONK WITH SWEATY PALMS Kasan, a Zen teacher and monk, was to <b>officiate</b> at a funeral of a famous nobleman. 	Act as an official in charge of something, especially a sporting event.
<big class="word">elusive</big>	<small class="ipa">ɪˈluːsɪv</small>	Happiness is ever <b>elusive</b>, but freedom from unhappiness is attainable now, by facing what is rather than making up stories about it. 	Difficult to find, catch, or achieve.
<big class="word">premier</big>	<small class="ipa">ˈprɛmɪə</small>	PHOTO: REUTERS Published 1 hour ago Leader known for declaring martial law prior to Tiananmen crackdown in 1989 Former Chinese <b>premier</b> Li Peng, who declared martial law on national television days before the 1989 Tiananmen crackdown, died just before midnight on Monday of unspecified illness, state media announced yesterday. 	First in importance, order, or position; leading.
<big class="word">great</big>	<small class="ipa">ɡreɪt</small>	In his keynote address, he said Hong Kong still has a "<b>great</b> future" because it is useful to China. 	Of an extent, amount, or intensity considerably above average.
<big class="word">proviso</big>	<small class="ipa">prəˈvʌɪzəʊ</small>	But with the <b>proviso</b> that neither Hong Kong nor Macau tries to change mainland China, he added. 	A condition or qualification attached to an agreement or statement.
<big class="word">prophylactically</big>	<small class="ipa">ˌprɒfɪˈlaktɪkli</small>	Taking this <b>prophylactically</b>, it can prevent you from getting infected," said Dr Mike Robertson, director of global clinical development for virology at MSD research. 	Error: Definition not found
<big class="word">angioplasty</big>	<small class="ipa">ˈandʒɪə(ʊ)ˌplasti</small>	ESM Goh back in office after undergoing <b>angioplasty</b> Emeritus Senior Minister Goh Chok Tong said in a Facebook post he was back in the office after undergoing an <b>angioplasty</b> procedure on Tuesday, and apologised for having to cancel some events.PHOTO: ST FILE Published 1 hour ago Emeritus Senior Minister Goh Chok Tong on Tuesday underwent an <b>angioplasty</b> to restore blood flow in his arteries. 	Surgical repair or unblocking of a blood vessel, especially a coronary artery.
<big class="word">prostatic</big>	<small class="ipa">prɒˈstatɪk</small>	Published 1 hour ago CNB officers not told of <b>prostatic</b> massages because of 'uncertainty' over gay sex law: Ler The doctor involved in the HIV registry data leak told a court yesterday that he was "afraid of being penalised" under Section 377A of the Penal Code for providing <b>prostatic</b> massages, and decided against telling narcotics officers about it. 	Error: Definition not found
<big class="word">edifice</big>	<small class="ipa">ˈɛdɪfɪs</small>	Most of what they tell you about themselves, their story, is a complete fantasy, a fictitious <b>edifice</b> the ego has designed for itself to feel bigger, more special. 	A large, imposing building.
<big class="word">McCarthyism</big>	<small class="ipa">məˈkɑːθɪɪz(ə)m</small>	The Spanish Inquisition, the persecution and burning of heretics and “witches,” the relations between nations leading up to the First and Second World Wars, Communism throughout its history, the “Cold War,” <b>McCarthyism</b> in America in the 1950s, prolonged violent conflict in the Middle East are all painful episodes in human history dominated by extreme collective paranoia. 	A vociferous campaign against alleged communists in the US government and other institutions carried out under Senator Joseph McCarthy in the period 1950–4. Many of the accused were blacklisted or lost their jobs, though most did not in fact belong to the Communist Party.
<big class="word">aggrandizement</big>	<small class="ipa">əˈɡrandɪzmənt</small>	In some cases the personal ego seems to dissolve completely as someone dedicates his or her life to working selflessly for the greater good of the collective without demanding personal rewards, recognition, or <b>aggrandizement</b>. 	Error: Definition not found
<big class="word">volition</big>	<small class="ipa">vəˈlɪʃ(ə)n</small>	The statement “I think” implies <b>volition</b>. 	The faculty or power of using one's will.
<big class="word">emanate</big>	<small class="ipa">ˈɛməneɪt</small>	They do, indeed, but we need to differentiate between positive emotions that are ego-generated and deeper emotions that <b>emanate</b> from your natural state of connectedness with Being. 	(of a feeling, quality, or sensation) issue or spread out from (a source)
<big class="word">pilfer</big>	<small class="ipa">ˈpɪlfə</small>	PHOTO: POLSEK SUKAWATI/ FACEBOOK Published 1 hour ago A video of a family from India trying to <b>pilfer</b> items from a Bali hotel has gone viral, with several netizens lamenting that their action could cast a negative light on other Indian tourists travelling to the Indonesian resort island. 	Steal (things of little value)
<big class="word">midges</big>	<small class="ipa">mɪdʒ</small>	ST PHOTO: ARIFFIN JAMAR Published 2 hours ago 1 Midges at Pandan Reservoir Swarms of <b>midges</b> are back to plague residents, as an increase of these small insects can be seen around Housing Board blocks near Pandan Reservoir. 	A small or minute two-winged fly that forms swarms and breeds near water or marshy areas.
<big class="word">The</big>	<small class="ipa">ðə</small>	<b>The</b> three-minute video was posted on the Hong Kong garrison's official Weibo social media account late on Wednesday. 	Denoting one or more people or things already mentioned or assumed to be common knowledge.
<big class="word">garrison</big>	<small class="ipa">ˈɡarɪs(ə)n</small>	The three-minute video was posted on the Hong Kong <b>garrison</b>'s official Weibo social media account late on Wednesday. 	A group of troops stationed in a fortress or town to defend it.
<big class="word">gallows</big>	<small class="ipa">ˈɡaləʊz</small>	Kovan Road murders: Ex-cop fails in bid to escape the <b>gallows</b> Published 2 hours ago His clemency petition to President over 2013 killings of businessman and son is denied A former policeman who was sentenced to death in 2015 for a crime that came to be known as the Kovan double murder has failed in his clemency petition to the President. 	A structure, typically of two uprights and a crosspiece, for the hanging of criminals.
<big class="word">emanation</big>	<small class="ipa">ɛməˈneɪʃ(ə)n</small>	Other babies may cry frequently because they can sense the <b>emanation</b> of their mother’s and father’s negative emotion, and it causes them pain and also causes their pain-body to grow already by absorbing energy from the parents’ pain-bodies. 	Something which originates or issues from a source.
<big class="word">vicariously</big>	<small class="ipa">vɪˈkɛːrɪəsli</small>	So, in addition to reactivity, negative thinking, and personal drama, the pain-body also renews itself <b>vicariously</b> through the cinema and television screen. 	In a way that is experienced in the imagination through the actions of another person.
<big class="word">revered</big>	<small class="ipa">rɪˈvɪə</small>	But then why in many ancient pre-Christian civilizations such as the Sumerian, Egyptian, and Celtic were women respected and the feminine principle not feared but <b>revered</b>? 	Feel deep respect or admiration for (something)
<big class="word">Not</big>	<small class="ipa">nɒt</small>	<b>Not</b> surprisingly, it is strong as well in Native Americans, whose numbers were decimated and whose culture all but destroyed by the European settlers. 	Error: Definition not found
<big class="word">decimated</big>	<small class="ipa">ˈdɛsɪmeɪt</small>	Not surprisingly, it is strong as well in Native Americans, whose numbers were <b>decimated</b> and whose culture all but destroyed by the European settlers. 	Kill, destroy, or remove a large proportion of.
<big class="word">incarcerated</big>	<small class="ipa">ɪnˈkɑːsəreɪt</small>	Brazil's <b>incarcerated</b> population has surged eightfold in three decades to around 750,000 inmates. 	Imprison or confine.
<big class="word">chastised</big>	<small class="ipa">tʃaˈstʌɪz</small>	President Joko Widodo, on his visit to PLN's headquarters on Monday, <b>chastised</b> the company for the incident, urging it to fix the problem as soon as possible. 	Rebuke or reprimand severely.
<big class="word">antiquities</big>	<small class="ipa">anˈtɪkwɪti</small>	He said looted <b>antiquities</b> from Iraq may be another source of revenue for ISIS, also known as ISIL, and returnees from the conflict said there was a special unit responsible for selling such objects. 	The ancient past, especially the period of classical and other human civilizations before the Middle Ages.
<big class="word">encroaching</big>	<small class="ipa">ɪnˈkrəʊtʃ</small>	However, many Hong Kong residents feel that Beijing has been increasingly <b>encroaching</b> on their freedoms. 	Intrude on (a person's territory, rights, personal life, etc.)
<big class="word">Kashmir</big>	<small class="ipa">kaʃˈmɪə</small>	The country's Hindu nationalist-led government has used a presidential order to revoke the special constitutional status of Muslim-majority <b>Kashmir</b>, a move criticised by Pakistan.PHOTO: ASSOCIATED PRESS Security personnel at a roadblock in Jammu yesterday. 	A region on the northern border of India and north-eastern Pakistan. Formerly a state of India, it has been disputed between India and Pakistan since partition in 1947, with sporadic outbreaks of fighting. The north-western part is controlled by Pakistan, most of it forming the state of Azad Kashmir, while the remainder is incorporated into the Indian state of Jammu and Kashmir.
<big class="word">varsity</big>	<small class="ipa">ˈvɑːsɪti</small>	KYODO US <b>varsity</b> sued over Malaysian PhD student's suicide Ms Jerusha Sanjeevi had enrolled as a doctoral student in Utah State University just eight months before her suicide. 	University.
<big class="word">injunction</big>	<small class="ipa">ɪnˈdʒʌŋ(k)ʃ(ə)n</small>	They may not have realized either that, no matter how great a revelation or how accurate the information they received, it would ultimately prove to be of no avail, would not save them from further unhappiness and self-created suffering, if they failed to find the truth that is concealed in that <b>injunction</b>—Know Thyself. 	An authoritative warning or order.
<big class="word">succulent</big>	<small class="ipa">ˈsʌkjʊl(ə)nt</small>	The warmth of the sun on your skin, the display of magnificent flowers outside a florist’s shop, biting into a <b>succulent</b> fruit, or getting soaked in an abundance of water falling from the sky. 	(of food) tender, juicy, and tasty.
<big class="word">dearth</big>	<small class="ipa">dəːθ</small>	analyses and opinion pieces ePaper and award-winning multimedia content Subscribe Now No <b>dearth</b> of shared bikes with exit of biggest player Published 1 hour ago SG Bike inks $2.54 million deal to take over Mobike's licence to operate 25,000 bicycles Commuters will be able to continue using bicycles from bike-sharing firm Mobike, even as the Chinese firm leaves the Singapore market. 	A scarcity or lack of something.
<big class="word">irrupt</big>	<small class="ipa">ɪˈrʌpt</small>	Sooner or later, disorder will <b>irrupt</b> into everyone’s life no matter how many insurance policies he or she has. 	Enter somewhere forcibly or suddenly.
<big class="word">folly</big>	<small class="ipa">ˈfɒli</small>	“The wisdom of this world is <b>folly</b> with God,” says the Bible.3 What is the wisdom of this world? 	Lack of good sense; foolishness.
<big class="word">tapestry</big>	<small class="ipa">ˈtapɪstri</small>	He knows that often it is impossible for the mind to understand what place or purpose a seemingly random event has in the <b>tapestry</b> of the whole. 	A piece of thick textile fabric with pictures or designs formed by weaving coloured weft threads or by embroidering on canvas, used as a wall hanging or soft furnishing.
<big class="word">substratum</big>	<small class="ipa">sʌbˈstrɑːtəm</small>	The dreamer is the <b>substratum</b> in which the dream appears, that which makes the dream possible. 	An underlying layer or substance, in particular a layer of rock or soil beneath the surface of the ground.
<big class="word">en masse</big>	<small class="ipa">Error: Page not found</small>	PHOTO: AGENCE FRANCE-PRESSE Published 1 hour ago Flights suspended as demonstrators stop travellers from entering departure gates The Hong Kong International Airport was yesterday paralysed for the second day in a row when anti-government protesters returned <b>en masse</b> for a sit-in protest and prevented travellers from entering the departure gates, as police clashed with protesters late in the evening when they tried to extricate a trapped visitor. 	Error: Page not found
<big class="word">extricate</big>	<small class="ipa">ˈɛkstrɪkeɪt</small>	PHOTO: AGENCE FRANCE-PRESSE Published 1 hour ago Flights suspended as demonstrators stop travellers from entering departure gates The Hong Kong International Airport was yesterday paralysed for the second day in a row when anti-government protesters returned en masse for a sit-in protest and prevented travellers from entering the departure gates, as police clashed with protesters late in the evening when they tried to <b>extricate</b> a trapped visitor. 	Free (someone or something) from a constraint or difficulty.
<big class="word">pilloried</big>	<small class="ipa">ˈpɪləri</small>	3 Why Trump delayed tariffs United States President Donald Trump, <b>pilloried</b> for being the Grinch who stole Christmas over concerns that his China tariffs would raise the prices of festive gifts, said he had delayed tariffs to spare the holiday shopping season. 	A wooden framework with holes for the head and hands, in which offenders were formerly imprisoned and exposed to public abuse.
<big class="word">diametrically</big>	<small class="ipa">ˌdʌɪəˈmɛtrɪkli</small>	This spiritual truth is <b>diametrically</b> opposed to the values of our contemporary culture and the way it conditions people to behave. 	(with reference to opposition) completely; directly.
<big class="word">parables</big>	<small class="ipa">ˈparəb(ə)l</small>	5 Similarly, Jesus, in one of his <b>parables</b>, teaches that “When you are invited, go and sit in the lowest place so that when your host comes, he may say to you, friend, move up higher. 	A simple story used to illustrate a moral or spiritual lesson, as told by Jesus in the Gospels.
<big class="word">exalts</big>	<small class="ipa">ɪɡˈzɔːlt</small>	For everyone who <b>exalts</b> himself will be humbled, and he who humbles himself will be exalted.”	Think or speak very highly of (someone or something)
<big class="word">stupa</big>	<small class="ipa">ˈstuːpə</small>	Some years ago when visiting China, I came upon a <b>stupa</b> on a mountaintop near Guilin. 	A dome-shaped building erected as a Buddhist shrine.
<big class="word">despondency</big>	<small class="ipa">dɪˈspɒnd(ə)nsi</small>	CHAPTER EIGHT The Discovery of Inner Space According to an ancient Sufi story, there lived a king in some Middle Eastern land who was continuously torn between happiness and <b>despondency</b>. 	Low spirits from loss of hope or courage; dejection.
<big class="word">laconic</big>	<small class="ipa">ləˈkɒnɪk</small>	The story of the man whose comment was invariably a <b>laconic</b> “Maybe” illustrates the wisdom of nonjudgment, and the story of the ring points to the fact of impermanence which, when recognized, leads to nonattachment. 	(of a person, speech, or style of writing) using very few words.
<big class="word">usurp</big>	<small class="ipa">jʊˈzəːp</small>	The Gang of Four conspired to <b>usurp</b> the party and seize power," the People's Daily said in November 1976. 	Take (a position of power or importance) illegally or by force.
<big class="word">quintessentially</big>	<small class="ipa">kwɪntɪˈsɛnʃ(ə)li</small>	REUTERS SEE OPINION Hoteliers woo tourists with <b>quintessentially</b> Japan experience Published 1 hour ago TOKYO • As the number of foreign visitors to Japan continues to surge, hotels featuring <b>quintessentially</b> Japanese elements such as manga and robots have mushroomed. 	Used to emphasize the most perfect or typical example of a quality or class.
<big class="word">odyssey</big>	<small class="ipa">ˈɒdɪsi</small>	BLOOMBERG US prepares for revived moon <b>odyssey</b> Published 1 hour ago SEATTLE • The first US spacecraft expected to land on the moon in nearly 50 years will be a robotic moon lander built by closely held Astrobotic Technology, and launched in two years by United Launch Alliance's (ULA) Vulcan rocket, the companies told Reuters. 	A Greek hexameter epic poem traditionally ascribed to Homer, describing the travels of Odysseus during his ten years of wandering after the sack of Troy. He eventually returned home to Ithaca and killed the suitors who had plagued his wife Penelope during his absence.
<big class="word">nadir</big>	<small class="ipa">ˈneɪdɪə</small>	Police denied any links to the attack, but trust in the force - which was already facing an unprecedented challenge on the streets - has since sunk to a <b>nadir</b>. 	The lowest or most unsuccessful point in a situation.
<big class="word">betel</big>	<small class="ipa">ˈbiːt(ə)l</small>	1, a mob of men dressed in white and armed with sticks and clubs attacked protesters returning from a pro-democracy rally and other commuters at the Yuen Long metro station. 10 must-reads for today A Rohingya man selling <b>betel</b> leaves at a market in a refugee camp in Teknaf, Bangladesh, on Wednesday.PHOTO: AGENCE FRANCE-PRESSE Published 1 hour ago 	The leaf of an Asian evergreen climbing plant, which in the East is chewed as a mild stimulant.
<big class="word">sleuths</big>	<small class="ipa">sluːθ</small>	7 Marine safety <b>sleuths</b> With the growth of the maritime sector, the small team of four marine safety investigators also hopes to increase its size. 	A detective.
<big class="word">suffrage</big>	<small class="ipa">ˈsʌfrɪdʒ</small>	The anti-extradition protests that have now spanned five months have morphed into a broader movement seeking five goals - universal <b>suffrage</b>, an independent inquiry into alleged police brutality, the release of all who have been arrested so far, the removal of the label that the June 12 protest was a "riot" and the complete withdrawal of the highly divisive extradition Bill that has been suspended indefinitely. 	The right to vote in political elections.
<big class="word">beguiling</big>	<small class="ipa">bɪˈɡʌɪlɪŋ</small>	Mr Kim's flattery of Mr Trump with <b>beguiling</b> letters and episodic meetings offering vague assurances of eventual nuclear disarmament, some outside experts say, are part of what they call a strategy of buying time to improve his arsenal despite sanctions on North Korea. 	Charming or enchanting, often in a deceptive way.
<big class="word">phallic</big>	<small class="ipa">ˈfalɪk</small>	AGENCE FRANCE-PRESSE Indonesians poke fun at German firm's name JAKARTA • A small German corporate management company has become an online sensation in Indonesia for its <b>phallic</b> name. 	Relating to or resembling a phallus or erect penis.
<big class="word">debilitated</big>	<small class="ipa">dɪˈbɪlɪteɪtɪd</small>	Mr Hakkim made clear that the award for loss of earning capacity was meant to compensate Mr Gajewski for the "<b>debilitated</b> ability" to compete in the market for his pre-accident job. 	In a very weakened and infirm state.
<big class="word">injunction</big>	<small class="ipa">ɪnˈdʒʌŋ(k)ʃ(ə)n</small>	The demonstrators at Po Lam MTR station damaged some facilities, despite the rail operator warning them that an <b>injunction</b> is in place. 	An authoritative warning or order.
<big class="word">geriatric</big>	<small class="ipa">ˌdʒɛrɪˈatrɪk</small>	Film on cave rescue of Thai youth football team Geriatric dentists are here to help Published:  1 hour ago More dentists in Singapore are being trained to treat elderly patients with physical and cognitive impairment In the seven years since Singapore welcomed its first <b>geriatric</b> and special needs dentist, more has been done to cater to the oral care needs of the frail elderly, though there is a clear need for even more dentists with such training as the population ages. 	Relating to old people, especially with regard to their healthcare.
<big class="word">secessionism</big>	<small class="ipa">sɪˈsɛʃ(ə)nɪz(ə)m</small>	will crush any form of <b>secessionism</b>, says state media Anger over the extradition Bill grew into sometimes violent protests calling for more freedoms for Hong Kong, which returned to Chinese rule in 1997 under a "one country, two systems" formula.PHOTO: ST FILE Published 1 hour ago SHANGHAI • Hong Kong is an inseparable part of China and any form of <b>secessionism</b> will be crushed, state media said yesterday, a day after demonstrators rallied at the United States Consulate to ask for help in bringing democracy to the city. 	Error: Definition not found
<big class="word">confidant</big>	<small class="ipa">ˈkɒnfɪdant</small>	Korean is new justice minister SEOUL • South Korean President Moon Jae-in yesterday appointed to the position of justice minister a close <b>confidant</b> who has been grilled in the media and in Parliament over allegations of corruption and nepotism. 	A person with whom one shares a secret or private matter, trusting them not to repeat it to others.
<big class="word">nepotism</big>	<small class="ipa">ˈnɛpətɪz(ə)m</small>	Korean is new justice minister SEOUL • South Korean President Moon Jae-in yesterday appointed to the position of justice minister a close confidant who has been grilled in the media and in Parliament over allegations of corruption and <b>nepotism</b>. 	The practice among those with power or influence of favouring relatives or friends, especially by giving them jobs.
<big class="word">deacon</big>	<small class="ipa">ˈdiːk(ə)n</small>	Mr Lee said the report stated: "The website, which goes under various names including Chechen Mob, Russian Mafia and Cosa Nostra, has been linked to the arrest of a <b>deacon</b> in Minnesota, a businessman in Singapore and a retired family doctor from Bournemouth." 	(in Catholic, Anglican, and Orthodox Churches) an ordained minister of an order ranking below that of priest.
<big class="word">outset</big>	<small class="ipa">ˈaʊtsɛt</small>	From the <b>outset</b>, he seemed like an odd fit under a President who champions an "America First" agenda. 	The start or beginning of something.
<big class="word">President</big>	<small class="ipa">ˈprɛzɪd(ə)nt</small>	3 Halimah visits uni in Davao Constant dialogue and engagement are key to building trust and understanding in a diverse society, <b>President</b> Halimah Yacob told university students in Davao City yesterday. 	The elected head of a republican state.
<big class="word">Davao</big>	<small class="ipa">dɑːˈvɑːəʊ</small>	3 Halimah visits uni in <b>Davao</b> Constant dialogue and engagement are key to building trust and understanding in a diverse society, President Halimah Yacob told university students in <b>Davao</b> City yesterday. 	A seaport in the southern Philippines, on the island of Mindanao; population 785,700 (est. 2007). Founded in 1849, it is the largest city on the island and the third-largest city in the Philippines.
<big class="word">pacifist</big>	<small class="ipa">ˈpasɪfɪst</small>	4 Abe unveils new Cabinet Japanese Prime Minister Shinzo Abe yesterday unveiled a new-look Cabinet after a major reshuffle as he vowed to spare no effort to achieve his goal of revising the country's <b>pacifist</b> Constitution. 	A person who believes that war and violence are unjustifiable.
<big class="word">ostensibly</big>	<small class="ipa">ɒˈstɛnsɪbli</small>	WORLD 4 China imposes travel curbs Beijing has imposed restrictions on travel by retired senior officials to "Five Eyes" countries for family reunions or sightseeing, <b>ostensibly</b> convinced that the intelligence-sharing alliance between the United States, Canada, Britain, Australia and New Zealand seeks to contain China.  	As appears or is stated to be true, though not necessarily so; apparently.
<big class="word">stymies</big>	<small class="ipa">ˈstʌɪmi</small>	Seoul's brawl with arch-rival Japan is a prime example of how old baggage <b>stymies</b> progress, says journalist William Pesek.  	Prevent or hinder the progress of.
<big class="word">injunction</big>	<small class="ipa">ɪnˈdʒʌŋ(k)ʃ(ə)n</small>	The Hong Kong Airport Authority obtained an <b>injunction</b> last month which gives it the right to clear protesters, except for those in designated areas. 	An authoritative warning or order.
<big class="word">fomenting</big>	<small class="ipa">fə(ʊ)ˈmɛnt</small>	It has accused foreign powers, particularly the United States and Britain, of <b>fomenting</b> the unrest. 	Instigate or stir up (an undesirable or violent sentiment or course of action)
<big class="word">Brent</big>	<small class="ipa">Error: Page not found</small>	<b>Brent</b> crude futures jumped nearly 20 per cent to US$71.95 per barrel in the early part of trading yesterday, before giving up around half the gain to trade at US$65.38, or 8.6 per cent up, at around 7pm. 	Error: Page not found
<big class="word">elusive</big>	<small class="ipa">ɪˈluːsɪv</small>	4 More Brexit talks coming British Prime Minister Boris Johnson and European Commission president Jean-Claude Juncker agreed yesterday to ramp up talks on securing an <b>elusive</b> Brexit deal after a meeting in Luxembourg, amid claims that an agreement is in sight. 	Difficult to find, catch, or achieve.
<big class="word">boccia</big>	<small class="ipa">ˈbɒtʃə</small>	analyses and opinion pieces ePaper and award-winning multimedia content Subscribe Now Disabled, but not dispirited: Teen finds joy in design, <b>boccia</b> From left: Mr Alvin Seah, 39, Mr Desmond Lam, 19, and Ms Sherena Loh, 59, who all have a form of muscular dystrophy, at the Muscular Dystrophy Association (Singapore). 	A game similar to bocce, played by competitors who have a physical disability that requires the use of a wheelchair.
<big class="word">heart-rending</big>	<small class="ipa"></small>	In the <b>heart-rending</b> case, the child ostensibly blamed herself for being at the receiving end of abuse from her stepfather. 	Causing great sadness or distress.
<big class="word">ostensibly</big>	<small class="ipa">ɒˈstɛnsɪbli</small>	In the heart-rending case, the child <b>ostensibly</b> blamed herself for being at the receiving end of abuse from her stepfather. 	As appears or is stated to be true, though not necessarily so; apparently.
<big class="word">federal</big>	<small class="ipa">ˈfɛd(ə)r(ə)l</small>	I think one of the best things of the US society is the fact that it is a <b>federal</b> country... that decisions are decentralised, so I will be always very strongly in favour of keeping decisions on climate change as decentralised as possible," he said. 	Having or relating to a system of government in which several states form a unity but remain independent in internal affairs.
<big class="word">pathogen</big>	<small class="ipa">ˈpaθədʒ(ə)n</small>	A quick-moving <b>pathogen</b> has the potential to kill tens of millions of people, disrupt economies and destabilise national security." 	A bacterium, virus, or other microorganism that can cause disease.
<big class="word">paucity</big>	<small class="ipa">ˈpɔːsɪti</small>	Because of the "<b>paucity</b> of note-keeping and large gaps in the medical notes", the experts had difficulty ascertaining if proper post-operative care was provided. 	The presence of something in only small or insufficient quantities or amounts.
<big class="word">bicameral</big>	<small class="ipa">bʌɪˈkam(ə)r(ə)l</small>	The action comes a day after a <b>bicameral</b> panel of lawmakers heard from Hong Kong pro-democracy activists visiting Washington to lobby for the Hong Kong Human Rights and Democracy Act of 2019. 	(of a legislative body) having two chambers.
<big class="word">rein</big>	<small class="ipa">reɪn</small>	US trade groups urge Congress to <b>rein</b> in 'Tariff Man' Trump Published 1 hour ago WASHINGTON • Nearly two dozen US lobbying groups have joined forces to try to <b>rein</b> in President Donald Trump's power to unilaterally impose tariffs amid growing concern about the negative economic impact of his trade policies. 	A long, narrow strap attached at one end to a horse's bit, typically used in pairs to guide or check a horse in riding or driving.
<big class="word">Mr</big>	<small class="ipa">ˈmɪstə</small>	He was nicknamed "<b>Mr</b> 5 per cent" for the share of the world's copper he reputedly controlled. 	A title used before a surname or full name to address or refer to a man without a higher or honorific or professional title.
<big class="word">reputedly</big>	<small class="ipa">rɪˈpjuːtɪdli</small>	He was nicknamed "Mr 5 per cent" for the share of the world's copper he <b>reputedly</b> controlled. 	According to what people say or believe; supposedly.
<big class="word">idyllic</big>	<small class="ipa">ɪˈdɪlɪk</small>	REUTERS Man drowns while proposing to girlfriend underwater at resort Published 1 hour ago NAIROBI • An American man drowned while proposing to his girlfriend underwater at an <b>idyllic</b> island off the coast of Tanzania, a luxury resort has said in a statement. 	Like an idyll; extremely happy, peaceful, or picturesque.
<big class="word">diamante</big>	<small class="ipa">dɪəˈmɒnteɪ</small>	NYTIMES Big spider love: The brooch that ate Brexit British Supreme Court president Brenda Hale wore a <b>diamante</b> spider brooch while announcing the court's unanimous ruling. 	Decorated with glass cut to resemble diamonds.
<big class="word">brooch</big>	<small class="ipa">brəʊtʃ</small>	PHOTO: AGENCE FRANCE-PRESSE Published 1 hour ago LONDON • While announcing the British Supreme Court's unanimous ruling that Prime Minister Boris Johnson had illegally suspended Parliament, Lady Brenda Hale - the court's first female president - wore a brooding fantastical diamante spider <b>brooch</b>. 	An ornament fastened to clothing with a hinged pin and catch.
<big class="word">motif</big>	<small class="ipa">məʊˈtiːf</small>	Within hours, Balcony Shirts, a British T-shirt company, started selling a "Lady Hale Spider Brooch T-shirt", featuring a silver spider <b>motif</b>. 	A decorative image or design, especially a repeated one forming a pattern.
<big class="word">suffrage</big>	<small class="ipa">ˈsʌfrɪdʒ</small>	But she said that not all of the five demands - a complete withdrawal of the extradition Bill, an independent inquiry into police action, to not call protesters rioters, for an amnesty to be granted to those charged with rioting and for universal <b>suffrage</b> - can be met because those who break the law must pay the price. 	The right to vote in political elections.
<big class="word">deftly</big>	<small class="ipa">ˈdɛftli</small>	Home in focus: Guardians of the sea, MPA's Hydrographic Division Published:  1 hour ago MPA's Hydrographic Division maintains navigational safety in Singapore's waters for over 130,000 ships that call here annually Leaping <b>deftly</b> from a vessel onto a floating buoy is part and parcel of Mr Aw Eng Soon's job. 	In a way that is neatly skilful and quick in movement.
<big class="word">hydrographer</big>	<small class="ipa">hʌɪˈdrɒɡrəfə</small>	The 42-year-old is an assistant <b>hydrographer</b> in the Maritime and Port Authority of Singapore's (MPA) Hydrographic Division. 	Error: Definition not found
<big class="word">deplore</big>	<small class="ipa">dɪˈplɔː</small>	We <b>deplore</b> the use and threat of violence towards journalists covering events in Hong Kong from any source and call on police and protesters to allow journalists to carry out their job of reporting the facts without risk of serious injury or threats of violence," it said. 	Feel or express strong disapproval of (something)
<big class="word">tentacular</big>	<small class="ipa">tɛnˈtakjʊlə</small>	The trial is Germany's largest so far in the <b>tentacular</b> diesel scandal, which last week saw VW chief executive Herbert Diess charged with market manipulation over his role. 	Error: Definition not found
<big class="word">doldrums</big>	<small class="ipa">ˈdɒldrəmz</small>	Unemployment is rising, with reports of firms downsizing, daily-wage labourers failing to get steady work, and small and medium-sized enterprises in the <b>doldrums</b>. 	A state or period of stagnation or depression.
<big class="word">the</big>	<small class="ipa">ðə</small>	Next-door neighbour Chin Tiong Wah, 50, who has lived in his flat for <b>the</b> last 39 years, told The Straits Times <b>the</b>re was a fetid odour on Saturday morning when he left his home, and on his return in <b>the</b> evening, it was overwhelming. 	Denoting one or more people or things already mentioned or assumed to be common knowledge.
<big class="word">fetid</big>	<small class="ipa">ˈfɛtɪd</small>	Next-door neighbour Chin Tiong Wah, 50, who has lived in his flat for the last 39 years, told The Straits Times there was a <b>fetid</b> odour on Saturday morning when he left his home, and on his return in the evening, it was overwhelming. 	Smelling extremely unpleasant.
<big class="word">substratum</big>	<small class="ipa">sʌbˈstrɑːtəm</small>	The words you are reading and thinking are the foreground, and the I Am is the <b>substratum</b>, the underlying background to every experience, thought, feeling. 	An underlying layer or substance, in particular a layer of rock or soil beneath the surface of the ground.
